timestamp;sensor;context_sensor;date (America/Argentina/Buenos_Aires)
1684163635419;4095.0;{};2023-05-15 12:13:55.419000-03:00
1684163634415;4095.0;{};2023-05-15 12:13:54.415000-03:00
1684163633711;4095.0;{};2023-05-15 12:13:53.711000-03:00
1684163632036;4095.0;{};2023-05-15 12:13:52.036000-03:00
1684163631762;4095.0;{};2023-05-15 12:13:51.762000-03:00
1684163630416;4095.0;{};2023-05-15 12:13:50.416000-03:00
1684163629406;4095.0;{};2023-05-15 12:13:49.406000-03:00
1684163628426;4095.0;{};2023-05-15 12:13:48.426000-03:00
1684163627438;4095.0;{};2023-05-15 12:13:47.438000-03:00
1684163626392;4095.0;{};2023-05-15 12:13:46.392000-03:00
1684163625392;4095.0;{};2023-05-15 12:13:45.392000-03:00
1684163624415;4095.0;{};2023-05-15 12:13:44.415000-03:00
1684163623431;4095.0;{};2023-05-15 12:13:43.431000-03:00
1684163622362;4095.0;{};2023-05-15 12:13:42.362000-03:00
1684163621396;4095.0;{};2023-05-15 12:13:41.396000-03:00
1684163620377;4095.0;{};2023-05-15 12:13:40.377000-03:00
1684163619354;4095.0;{};2023-05-15 12:13:39.354000-03:00
1684163618368;4095.0;{};2023-05-15 12:13:38.368000-03:00
1684163617358;4095.0;{};2023-05-15 12:13:37.358000-03:00
1684163616348;4095.0;{};2023-05-15 12:13:36.348000-03:00
1684163615341;4095.0;{};2023-05-15 12:13:35.341000-03:00
1684163614102;4095.0;{};2023-05-15 12:13:34.102000-03:00
1684163612345;4095.0;{};2023-05-15 12:13:32.345000-03:00
1684163611345;4095.0;{};2023-05-15 12:13:31.345000-03:00
1684163610350;4095.0;{};2023-05-15 12:13:30.350000-03:00
1684163609334;4095.0;{};2023-05-15 12:13:29.334000-03:00
1684163608418;4059.0;{};2023-05-15 12:13:28.418000-03:00
1684163607331;4095.0;{};2023-05-15 12:13:27.331000-03:00
1684163606341;4095.0;{};2023-05-15 12:13:26.341000-03:00
1684163605336;4095.0;{};2023-05-15 12:13:25.336000-03:00
1684163604315;3303.0;{};2023-05-15 12:13:24.315000-03:00
1684163603308;2717.0;{};2023-05-15 12:13:23.308000-03:00
1684163602313;4095.0;{};2023-05-15 12:13:22.313000-03:00
1684163601324;4095.0;{};2023-05-15 12:13:21.324000-03:00
1684163600332;3152.0;{};2023-05-15 12:13:20.332000-03:00
1684163599320;3125.0;{};2023-05-15 12:13:19.320000-03:00
1684163598310;4095.0;{};2023-05-15 12:13:18.310000-03:00
1684163597317;4095.0;{};2023-05-15 12:13:17.317000-03:00
1684163596286;3835.0;{};2023-05-15 12:13:16.286000-03:00
1684163595273;2864.0;{};2023-05-15 12:13:15.273000-03:00
1684163594277;4095.0;{};2023-05-15 12:13:14.277000-03:00
1684163593271;4095.0;{};2023-05-15 12:13:13.271000-03:00
1684163592271;3578.0;{};2023-05-15 12:13:12.271000-03:00
1684163591266;2539.0;{};2023-05-15 12:13:11.266000-03:00
1684163590273;3946.0;{};2023-05-15 12:13:10.273000-03:00
1684163589256;4095.0;{};2023-05-15 12:13:09.256000-03:00
1684163588254;4095.0;{};2023-05-15 12:13:08.254000-03:00
1684163587280;2608.0;{};2023-05-15 12:13:07.280000-03:00
1684163586245;3792.0;{};2023-05-15 12:13:06.245000-03:00
1684163585237;4095.0;{};2023-05-15 12:13:05.237000-03:00
1684163584246;3872.0;{};2023-05-15 12:13:04.246000-03:00
1684163583227;2496.0;{};2023-05-15 12:13:03.227000-03:00
1684163582236;4009.0;{};2023-05-15 12:13:02.236000-03:00
1684163581231;4095.0;{};2023-05-15 12:13:01.231000-03:00
1684163580231;2073.0;{};2023-05-15 12:13:00.231000-03:00
1684163579244;2260.0;{};2023-05-15 12:12:59.244000-03:00
1684163578231;0.0;{};2023-05-15 12:12:58.231000-03:00
1684163577234;0.0;{};2023-05-15 12:12:57.234000-03:00
1684163576226;1790.0;{};2023-05-15 12:12:56.226000-03:00
1684163575209;794.0;{};2023-05-15 12:12:55.209000-03:00
1684163574211;511.0;{};2023-05-15 12:12:54.211000-03:00
1684163573167;3518.0;{};2023-05-15 12:12:53.167000-03:00
1684163567192;4095.0;{};2023-05-15 12:12:47.192000-03:00
1684163566173;4095.0;{};2023-05-15 12:12:46.173000-03:00
1684163564185;4095.0;{};2023-05-15 12:12:44.185000-03:00
1684163563185;4095.0;{};2023-05-15 12:12:43.185000-03:00
1684163562190;3643.0;{};2023-05-15 12:12:42.190000-03:00
1684163561674;1840.0;{};2023-05-15 12:12:41.674000-03:00
1684163559195;2037.0;{};2023-05-15 12:12:39.195000-03:00
1684163558185;21.0;{};2023-05-15 12:12:38.185000-03:00
1684163557727;1489.0;{};2023-05-15 12:12:37.727000-03:00
1684163555169;4095.0;{};2023-05-15 12:12:35.169000-03:00
1684163554169;2618.0;{};2023-05-15 12:12:34.169000-03:00
1684163553160;4095.0;{};2023-05-15 12:12:33.160000-03:00
1684163552198;4095.0;{};2023-05-15 12:12:32.198000-03:00
1684163551175;4095.0;{};2023-05-15 12:12:31.175000-03:00
1684163550197;4095.0;{};2023-05-15 12:12:30.197000-03:00
1684163549150;3845.0;{};2023-05-15 12:12:29.150000-03:00
1684163548150;4095.0;{};2023-05-15 12:12:28.150000-03:00
1684163547165;1600.0;{};2023-05-15 12:12:27.165000-03:00
1684163546159;2898.0;{};2023-05-15 12:12:26.159000-03:00
1684163545149;2113.0;{};2023-05-15 12:12:25.149000-03:00
1684163544679;1182.0;{};2023-05-15 12:12:24.679000-03:00
1684163542135;0.0;{};2023-05-15 12:12:22.135000-03:00
1684163541612;156.0;{};2023-05-15 12:12:21.612000-03:00
1684163540146;2.0;{};2023-05-15 12:12:20.146000-03:00
1684163539149;0.0;{};2023-05-15 12:12:19.149000-03:00
1684163538134;1844.0;{};2023-05-15 12:12:18.134000-03:00
1684163536207;4095.0;{};2023-05-15 12:12:16.207000-03:00
1684163528199;4095.0;{};2023-05-15 12:12:08.199000-03:00
1684163523679;4095.0;{};2023-05-15 12:12:03.679000-03:00
1684163522144;4095.0;{};2023-05-15 12:12:02.144000-03:00
1684163521130;4095.0;{};2023-05-15 12:12:01.130000-03:00
1684163520093;4095.0;{};2023-05-15 12:12:00.093000-03:00
1684163515127;4095.0;{};2023-05-15 12:11:55.127000-03:00
1684163514140;4095.0;{};2023-05-15 12:11:54.140000-03:00
1684163513156;4095.0;{};2023-05-15 12:11:53.156000-03:00
1684163512150;4095.0;{};2023-05-15 12:11:52.150000-03:00
1684163511590;4095.0;{};2023-05-15 12:11:51.590000-03:00
1684163510148;4095.0;{};2023-05-15 12:11:50.148000-03:00
1684163509675;4095.0;{};2023-05-15 12:11:49.675000-03:00
1684163508062;4095.0;{};2023-05-15 12:11:48.062000-03:00
1684163503131;4095.0;{};2023-05-15 12:11:43.131000-03:00
1684163502099;4095.0;{};2023-05-15 12:11:42.099000-03:00
1684163501086;4095.0;{};2023-05-15 12:11:41.086000-03:00
1684163500651;4095.0;{};2023-05-15 12:11:40.651000-03:00
1684163496178;0.0;{};2023-05-15 12:11:36.178000-03:00
1684163495024;0.0;{};2023-05-15 12:11:35.024000-03:00
1684163494646;4095.0;{};2023-05-15 12:11:34.646000-03:00
1684163484096;4095.0;{};2023-05-15 12:11:24.096000-03:00
1684163483149;4095.0;{};2023-05-15 12:11:23.149000-03:00
1684163481081;128.0;{};2023-05-15 12:11:21.081000-03:00
1684163480682;0.0;{};2023-05-15 12:11:20.682000-03:00
1684163474075;812.0;{};2023-05-15 12:11:14.075000-03:00
1684163473104;4095.0;{};2023-05-15 12:11:13.104000-03:00
1684163472096;4095.0;{};2023-05-15 12:11:12.096000-03:00
1684163467102;4095.0;{};2023-05-15 12:11:07.102000-03:00
1684163466658;3630.0;{};2023-05-15 12:11:06.658000-03:00
1684163465097;300.0;{};2023-05-15 12:11:05.097000-03:00
1684163464085;0.0;{};2023-05-15 12:11:04.085000-03:00
1684163463582;0.0;{};2023-05-15 12:11:03.582000-03:00
1684163445397;4095.0;{};2023-05-15 12:10:45.397000-03:00
1684163443014;4095.0;{};2023-05-15 12:10:43.014000-03:00
1684163442399;4095.0;{};2023-05-15 12:10:42.399000-03:00
1684163439655;4095.0;{};2023-05-15 12:10:39.655000-03:00
1684163438720;4095.0;{};2023-05-15 12:10:38.720000-03:00
1684163436117;4095.0;{};2023-05-15 12:10:36.117000-03:00
1684163435657;2503.0;{};2023-05-15 12:10:35.657000-03:00
1684163432609;1100.0;{};2023-05-15 12:10:32.609000-03:00
